2009_001625.jpg,179,279,368,118,216,276,382,189
2008_000666.jpg,196,144,118,62,188,111,129,96
2007_005144.jpg,166,256,488,330,180,270,522,335
2008_003729.jpg,250,127,147,409,284,156,57,225
2009_000454.jpg,165,255,126,60,174,209,148,148
2008_007433.jpg,140,298,96,132,210,259,73,119
2008_000662.jpg,262,164,259,360,218,176,294,248
2010_003365.jpg,250,142,212,499,268,164,144,424
2010_005174.jpg,213,198,341,392,224,205,362,379
2009_004799.jpg,160,225,216,318,220,188,182,274
2011_000513.jpg,296,175,137,382,289,148,163,376
2008_004663.jpg,247,210,96,384,263,207,103,407
2010_001327.jpg,266,204,340,468,281,207,361,447
2008_001274.jpg,243,194,160,484,268,201,158,447
2009_001240.jpg,103,283,116,204,157,291,114,224
2008_004172.jpg,116,409,182,230,150,355,183,185
2009_001640.jpg,191,250,499,139,176,293,433,249
2010_003402.jpg,222,207,304,442,234,208,323,429
2008_005422.jpg,259,193,247,377,267,190,263,383
2011_001753.jpg,250,164,288,499,260,172,353,452
2009_000012.jpg,205,132,143,232,189,139,152,338
2007_002376.jpg,229,128,192,457,246,168,199,375
2009_004509.jpg,239,239,160,83,218,262,58,129
2011_000070.jpg,248,194,320,490,260,187,318,436
2009_001268.jpg,128,245,126,255,159,280,183,220
2009_005120.jpg,251,163,133,472,272,161,145,476
2008_002680.jpg,163,135,203,253,197,183,233,216
2008_001387.jpg,205,160,136,158,241,226,144,140
2008_005843.jpg,194,207,83,72,232,179,127,112
2008_000911.jpg,111,318,240,71,152,333,196,73
2007_009605.jpg,273,193,351,369,297,228,279,297
2010_005725.jpg,295,238,276,255,293,234,277,163
2011_001984.jpg,294,202,345,256,300,194,335,242
2008_000626.jpg,169,403,193,192,199,330,274,112
2008_007814.jpg,204,217,316,217,259,206,331,294
2009_001851.jpg,251,185,157,427,267,184,156,439
2011_000105.jpg,244,245,158,487,246,277,158,481
2007_001225.jpg,201,313,202,203,240,298,220,344
2007_004003.jpg,258,182,265,427,251,188,227,439
2010_000685.jpg,272,193,292,367,286,225,365,389
2008_000853.jpg,111,381,72,149,159,326,99,120
2010_004478.jpg,270,199,104,342,220,207,114,274
2011_001475.jpg,188,70,139,372,285,283,300,250
2009_003810.jpg,282,215,262,411,258,205,302,394
2009_000746.jpg,269,214,76,69,319,213,207,194
2008_000505.jpg,167,228,294,301,188,226,297,311
2008_002704.jpg,249,200,255,419,274,191,301,431
2007_003267.jpg,251,201,264,498,233,187,341,395
2007_009580.jpg,197,191,77,224,241,198,97,302
2009_003455.jpg,149,359,151,295,182,324,175,191
2011_001708.jpg,165,300,240,176,174,339,344,232
2007_000123.jpg,179,183,314,357,211,187,337,318
2011_000944.jpg,250,172,342,499,264,189,344,489
2009_001311.jpg,236,213,153,127,213,210,150,206
2007_009594.jpg,279,331,87,110,264,266,82,112
2009_004539.jpg,186,282,308,222,220,287,348,284
2010_003772.jpg,181,207,139,290,203,189,137,342
2007_008973.jpg,357,161,236,173,316,189,192,197
2009_003938.jpg,289,150,159,421,273,164,105,463
2009_003542.jpg,344,184,297,311,305,182,205,350
2009_000720.jpg,182,123,72,177,213,115,59,184
2009_005031.jpg,251,165,142,488,190,164,102,352
2009_001251.jpg,144,268,335,287,142,238,317,247
2009_005055.jpg,126,111,123,94,158,113,76,98
2010_003758.jpg,250,128,190,202,253,153,209,200
2011_000542.jpg,225,188,374,449,231,186,384,416
2007_003194.jpg,187,157,283,373,180,190,288,322
2009_001332.jpg,251,148,141,476,282,145,128,450
2009_003696.jpg,256,136,175,487,265,153,129,383
2010_001386.jpg,219,142,267,350,254,150,207,362
2008_002258.jpg,288,168,146,317,265,161,119,401
2008_000415.jpg,128,253,243,254,191,251,186,189
2009_000603.jpg,215,169,215,214,226,219,100,314
2010_006034.jpg,250,177,189,498,257,174,158,479
2008_000105.jpg,296,211,58,162,276,240,66,177
2009_003815.jpg,256,187,373,487,270,196,393,213
2008_006345.jpg,302,320,209,199,326,309,210,182
2008_003585.jpg,149,174,301,296,182,165,293,332
2010_001562.jpg,456,186,132,87,291,159,62,126
2009_003241.jpg,167,182,316,332,183,206,351,291
2010_000788.jpg,235,164,174,325,275,158,152,345
2007_009899.jpg,303,188,373,326,278,206,361,468
2010_003384.jpg,192,184,280,382,200,177,320,354
2009_003922.jpg,289,144,127,156,276,179,99,165
2010_004104.jpg,266,206,253,308,273,208,268,327
2008_004026.jpg,144,234,278,212,140,271,256,139
2011_001748.jpg,352,221,22,56,221,199,60,79
2010_005317.jpg,285,230,459,430,249,222,451,409
2008_000213.jpg,254,178,309,319,263,189,297,335
2008_000103.jpg,221,193,290,131,247,212,242,139
2008_006055.jpg,231,148,196,405,238,136,181,377
2008_005716.jpg,262,110,211,397,293,113,163,377
2011_000807.jpg,126,108,51,155,206,205,57,77
2010_003529.jpg,216,188,374,431,228,198,331,428
2007_002198.jpg,272,141,71,308,372,223,194,255
2008_000162.jpg,270,260,480,447,285,246,484,419
2008_004838.jpg,236,188,374,210,247,192,319,196
2010_004063.jpg,267,206,138,278,249,213,142,275
2007_003668.jpg,201,245,176,349,218,226,240,354
2009_002245.jpg,321,199,268,358,318,185,243,328
2011_003197.jpg,198,249,480,377,224,245,484,381
2010_000572.jpg,246,197,76,375,246,187,124,356
2010_003418.jpg,240,149,235,164,254,169,257,181
2010_004120.jpg,258,218,223,470,269,183,190,460
2007_001568.jpg,201,207,330,397,258,216,289,351
2007_009832.jpg,388,180,339,223,396,196,299,222
2009_000205.jpg,181,159,113,361,258,182,106,488
2008_000533.jpg,362,192,152,259,366,187,144,274
2009_001108.jpg,371,298,113,110,298,280,156,77
2008_005398.jpg,253,162,62,167,257,191,60,186
2009_002808.jpg,167,236,441,331,164,204,350,337
2008_000923.jpg,301,428,126,151,247,374,166,126
2007_007881.jpg,257,158,250,486,272,162,255,429
2008_003500.jpg,183,179,320,365,196,204,380,355
2008_001491.jpg,232,165,185,430,250,159,188,428
2010_005505.jpg,244,201,333,299,295,190,321,391
2009_000744.jpg,149,272,455,190,174,311,279,262
2011_000428.jpg,240,127,252,246,216,162,279,268
2010_005159.jpg,231,260,480,385,267,236,480,414
2009_002229.jpg,273,143,285,288,262,151,245,311
2010_003696.jpg,259,72,143,482,247,97,121,434
2009_000161.jpg,129,244,252,164,155,231,232,190
2007_008084.jpg,172,288,153,122,156,314,221,183
2008_005628.jpg,115,129,256,167,174,174,208,246
2009_002527.jpg,184,278,369,255,198,268,433,240
2009_005190.jpg,155,234,243,63,87,228,49,34
2008_004624.jpg,294,193,167,288,256,184,173,364
2009_002936.jpg,253,206,269,131,270,240,278,135
2010_005353.jpg,285,244,122,74,267,222,114,93
2008_005367.jpg,230,184,121,300,227,223,180,301
2007_001761.jpg,263,180,186,473,270,154,211,380
2010_004960.jpg,271,190,95,63,214,231,62,90
2009_000553.jpg,194,192,203,224,214,194,228,227
2010_000342.jpg,204,198,323,299,204,170,280,300
2010_005421.jpg,111,248,182,180,176,313,239,149
2007_007772.jpg,235,178,183,172,235,174,200,220
2011_000789.jpg,187,250,499,373,184,301,451,393
2007_002400.jpg,153,263,472,303,149,258,508,313
2010_005429.jpg,248,159,311,493,245,186,283,438
2008_005938.jpg,206,139,189,264,223,168,186,249
2008_001479.jpg,256,216,306,337,280,217,295,320
2008_000289.jpg,116,324,351,138,135,350,333,118
