69931c442445,300,395,444,221
64754c186413,330,351,430,198
160915c580029,273,303,466,203
157189c15016,289,250,368,115
65690c186413,325,350,436,200
2175267c348935,311,617,471,323
1519373c78478,307,362,415,246
1412247c213399,308,366,459,206
13433c500165,302,348,421,203
1914814c298623,308,361,423,216
128038c180967,282,301,452,132
417577c317687,319,379,429,188
178226c366257,343,370,466,152
1078397c379285,327,382,454,206
593796c213399,330,366,428,202
2198049c317687,336,401,445,159
1055814c298623,304,350,407,223
1926922c414401,252,440,404,268
1078801c60467,267,466,398,331
56104c417334,282,277,424,125
586326c80105,309,382,464,200
1079904c379285,312,373,453,208
586987c357510,275,430,438,223
586934c357510,301,453,439,189
589018c213399,397,460,492,84
273763c417334,282,257,380,133
394691c444037,250,505,441,266
1581067c463989,315,493,428,327
311795c216072,279,378,475,254
581053c257214,353,445,473,197
148656c306866,255,289,429,161
590055c213399,330,412,505,142
416009c317687,344,401,433,153
589940c348935,273,573,447,372
1079385c379285,306,359,441,229
1555056c78478,274,365,480,253
2144196c490311,260,316,434,223
586631c80105,303,386,482,200
61157c186413,306,333,430,219
586934c80105,342,399,447,175
365276c306866,261,293,425,151
696732c318346,345,374,414,203
1071485c248341,259,399,500,153
3538c140349,209,581,340,377
6688c140349,242,604,335,345
1576567c414401,274,455,405,258
591271c213399,318,379,470,194
1088395c414401,264,452,412,252
587201c357510,281,450,470,208
1925648c460263,307,331,424,205
587674c357510,264,442,475,202
589627c348935,299,606,456,318
1056907c298623,292,344,413,232
1055581c298623,293,341,404,233
312468c216072,296,394,462,223
670861c78478,316,377,434,236
590304c348935,272,561,428,388
587714c357510,252,422,459,237
1079904c460263,304,337,433,192
589988c348935,281,572,435,374
1097698c62376,307,415,403,270
1412662c213399,310,354,437,223
588441c348935,274,573,451,377
586110c357510,297,453,451,193
343942c180967,305,282,386,144
1055724c298623,305,358,418,218
680462c78478,329,382,424,231
589502c348935,285,608,495,346
66887c186413,332,357,443,199
1575634c379285,310,366,447,221
394466c444037,237,520,477,236
1097696c62376,280,411,430,268
1083242c379285,316,364,433,219
365812c577835,267,338,441,161
694479c318346,350,379,418,206
63456c186413,347,360,422,187
587733c357510,298,442,431,206
588206c213399,334,378,448,197
65882c186413,333,352,426,196
126227c180967,331,299,378,125
1077642c248341,242,393,514,164
8993c140349,224,583,327,381
2187220c78478,306,385,463,224
62240c186413,303,339,447,215
1047829c290425,277,304,406,192
591195c213399,327,380,457,186
160114c15016,269,269,437,97
586684c80105,293,366,466,223
64874c186413,326,353,439,193
589649c213399,301,379,490,191
687756c379285,284,343,441,239
592376c213399,358,400,448,156
1086441c414401,278,471,416,226
1561990c298623,295,346,413,230
591271c348935,285,594,467,354
2175337c213399,318,370,453,195
246034c141200,312,420,478,209
1668389c418226,301,321,410,211
1074036c135900,300,397,466,169
588140c213399,297,354,455,225
1578607c414401,216,498,541,174
589420c213399,329,392,482,186
699595c318346,255,334,478,262
276103c186413,319,345,438,213
50621c73453,368,455,379,116
591195c348935,294,595,455,346
55242c417334,331,312,400,49
1057428c298623,302,351,412,225
586631c357510,262,440,474,214
666193c502914,330,489,423,328
1157205c349130,336,438,427,255
2209449c317687,350,403,431,150
2187662c298623,298,347,408,232
1402752c140349,219,579,327,387
57998c417334,250,276,456,112
1153597c349130,330,427,421,280
1055882c298623,299,349,414,228
417983c317687,310,363,417,209
592179c213399,326,371,442,201
707052c78478,302,369,440,246
1057449c298623,282,340,415,237
2198077c317687,317,366,414,211
1055878c298623,305,355,413,222
1085195c414401,224,421,409,289
589709c213399,340,420,506,137
416001c317687,338,390,427,177
2170921c273439,306,334,476,176
2197910c317687,339,400,442,160
22489c73453,296,404,387,177
1627207c62376,317,429,406,247
64730c214430,292,546,422,355
158634c580029,236,309,533,194
1555303c216072,307,383,435,243
2177787c65011,261,633,382,404
61152c186413,325,357,452,204
1576371c414401,287,480,428,220
1552982c78478,302,374,448,239
1086234c414401,262,471,435,215
1071370c248341,257,390,492,173
1081142c379285,312,373,454,210
1079090c379285,304,359,443,230
1055060c298623,290,338,401,234
2173326c317687,318,366,413,208
1153460c266176,323,382,413,216
687756c311304,254,280,394,201
596954c203868,224,597,356,387
589627c213399,331,392,458,158
1154846c418226,356,376,428,144
62336c186413,339,368,454,186
2198085c317687,315,376,431,187
1088715c414401,273,512,488,166
58957c238584,291,296,398,165
2216887c78478,291,360,435,252
587611c357510,274,427,436,225
342974c73009,212,291,382,230
1669554c418226,322,344,426,194
1087643c414401,204,440,483,277
690235c311304,249,280,404,203
587900c357510,287,431,426,226
1078236c379285,334,396,468,184
148378c141200,348,443,465,177
679867c78478,319,375,425,239
2198122c335027,256,481,385,289
3332c140349,224,581,327,388
1925648c379285,315,366,444,221
592580c348935,352,677,511,237
1056200c298623,291,367,458,210
1411819c348935,363,665,472,240
64418c186413,313,341,437,212
164841c577835,222,329,491,172
417034c317687,336,394,440,170
1057407c298623,287,342,416,235
1519373c311304,278,289,372,190
1184703c65011,246,618,378,432
588293c348935,297,626,507,314
1559644c298623,299,352,418,224
57681c285235,225,492,377,325
1102954c62376,305,414,405,273
1146211c69266,357,439,454,217
592580c213399,384,462,513,76
159573c580029,241,303,506,204
1087832c414401,261,451,409,250
159710c580029,237,292,496,215
2197976c317687,320,380,430,186
162614c580029,231,301,518,208
686114c311304,245,278,406,205
1560194c298623,288,419,508,116
1647795c69266,316,400,442,264
714595c184184,244,551,504,165
1078955c379285,306,372,461,211
128886c180967,304,282,386,141
64159c186413,319,363,468,185
1085628c414401,204,443,473,252
702718c78478,299,358,420,252
156646c580029,290,321,479,190
1055264c298623,257,355,480,217
582121c257958,396,550,532,161
60213c417334,270,262,405,130
64273c186413,317,346,443,211
586287c357510,272,437,456,221
2218351c78478,302,376,439,228
1086999c414401,267,460,420,251
156424c580029,275,315,488,195
61293c186413,371,405,475,141
1519373c379285,308,352,419,229
1056434c298623,297,359,431,217
165833c10759,297,358,493,159
690849c78478,255,349,475,266
586188c271499,314,420,449,262
12232c500165,296,343,420,209
311001c78478,252,370,521,254
689411c153577,289,533,370,287
1896364c78478,300,361,425,250
312468c78478,301,391,469,216
321866c142587,300,316,365,164
1055893c160000,272,347,413,246
