69931c442445,170,166,152,158
64754c186413,194,87,82,111
160915c580029,336,61,107,13
157189c15016,167,87,87,111
65690c186413,195,88,94,102
2175267c348935,108,169,195,182
1519373c78478,188,125,143,112
1412247c213399,103,105,218,132
13433c500165,243,149,77,77
1914814c298623,212,109,163,160
128038c180967,152,78,196,90
417577c317687,175,118,133,156
178226c366257,277,134,134,133
1078397c379285,193,131,190,170
593796c213399,208,80,107,119
2198049c317687,138,153,141,151
1055814c298623,211,99,165,145
1926922c414401,166,242,149,140
1078801c60467,175,100,123,73
56104c417334,178,104,184,122
586326c80105,183,130,229,220
1079904c379285,159,127,195,140
586987c357510,181,186,190,173
586934c357510,165,220,151,159
589018c213399,185,33,191,146
273763c417334,200,94,133,170
394691c444037,154,210,130,168
1581067c463989,209,194,111,129
311795c216072,137,87,193,112
581053c257214,54,160,171,165
148656c306866,16,59,241,172
590055c213399,198,73,202,124
416009c317687,209,99,94,158
589940c348935,116,205,170,169
1079385c379285,210,132,189,147
1555056c78478,104,121,160,78
2144196c490311,125,184,75,15
586631c80105,113,139,211,159
61157c186413,71,135,161,97
586934c80105,162,176,147,157
365276c306866,10,75,225,199
696732c318346,311,194,57,100
1071485c248341,218,138,183,95
3538c140349,95,235,106,138
6688c140349,198,227,51,105
1576567c414401,172,217,138,119
591271c213399,143,103,158,109
1088395c414401,174,175,139,85
587201c357510,148,170,241,224
1925648c460263,212,123,186,160
587674c357510,145,158,232,201
589627c348935,58,196,224,246
1056907c298623,183,130,135,119
1055581c298623,151,122,185,154
312468c216072,149,38,147,82
670861c78478,103,133,114,102
590304c348935,140,199,139,137
587714c357510,165,175,202,157
1079904c460263,178,135,176,127
589988c348935,132,218,143,154
1097698c62376,142,185,47,57
1412662c213399,127,126,133,96
588441c348935,54,193,231,201
586110c357510,141,191,146,175
343942c180967,199,81,55,91
1055724c298623,191,63,128,112
680462c78478,175,145,120,106
589502c348935,47,221,183,149
66887c186413,117,87,158,128
1575634c379285,167,145,188,146
394466c444037,129,240,143,118
1097696c62376,163,141,94,79
1083242c379285,192,117,153,143
365812c577835,120,132,192,141
694479c318346,272,157,72,145
63456c186413,271,126,75,80
587733c357510,172,147,149,197
588206c213399,177,62,170,174
65882c186413,174,85,90,112
126227c180967,220,109,57,72
1077642c248341,172,154,195,137
8993c140349,170,241,89,96
2187220c78478,138,73,179,132
62240c186413,176,149,144,114
1047829c290425,136,94,153,155
591195c213399,150,82,153,126
160114c15016,277,43,87,1
586684c80105,174,152,180,148
64874c186413,155,61,139,161
589649c213399,162,87,187,104
687756c379285,204,130,194,88
592376c213399,196,52,127,138
1086441c414401,214,178,145,131
1561990c298623,196,125,141,124
591271c348935,79,210,176,173
2175337c213399,203,101,133,117
246034c141200,218,176,152,150
1668389c418226,148,114,79,87
1074036c135900,128,139,140,137
588140c213399,159,132,133,97
1578607c414401,211,227,225,125
589420c213399,180,89,163,139
699595c318346,178,271,160,9
276103c186413,131,100,78,69
50621c73453,243,190,35,84
591195c348935,87,189,172,190
55242c417334,168,108,117,125
1057428c298623,218,149,118,109
586631c357510,116,183,215,161
666193c502914,320,162,71,96
1157205c349130,235,160,79,109
2209449c317687,250,131,94,175
2187662c298623,172,128,191,144
1402752c140349,170,190,95,118
57998c417334,164,197,199,121
1153597c349130,173,172,98,103
1055882c298623,149,89,178,159
417983c317687,140,154,124,111
592179c213399,194,109,131,103
707052c78478,141,156,98,56
1057449c298623,227,159,126,106
2198077c317687,162,126,113,132
1055878c298623,192,122,153,124
1085195c414401,155,234,168,75
589709c213399,201,85,182,140
416001c317687,155,118,117,143
2170921c273439,157,104,225,191
2197910c317687,156,101,163,198
22489c73453,136,166,86,89
1627207c62376,142,145,85,81
64730c214430,108,259,218,253
158634c580029,258,125,196,47
1555303c216072,185,152,106,80
2177787c65011,134,246,137,179
61152c186413,132,132,155,126
1576371c414401,225,206,140,134
1552982c78478,180,111,149,107
1086234c414401,197,196,209,160
