69931c442445,136,227,228,140
64754c186413,140,225,220,147
160915c580029,137,225,225,143
157189c15016,135,226,228,139
65690c186413,135,228,228,138
2175267c348935,138,227,222,144
1519373c78478,139,227,224,144
1412247c213399,135,227,228,140
13433c500165,131,226,233,135
1914814c298623,129,226,236,132
128038c180967,129,224,234,131
417577c317687,135,227,229,139
178226c366257,131,228,232,134
1078397c379285,124,227,239,122
593796c213399,141,221,212,152
2198049c317687,126,226,238,128
1055814c298623,133,227,231,136
1926922c414401,132,228,231,134
1078801c60467,121,227,242,118
56104c417334,131,224,233,136
586326c80105,134,227,229,138
1079904c379285,125,226,239,125
586987c357510,138,227,225,143
586934c357510,137,227,226,142
589018c213399,130,226,234,132
273763c417334,131,225,233,136
394691c444037,137,228,225,141
1581067c463989,138,227,225,143
311795c216072,131,227,232,134
581053c257214,121,226,242,120
148656c306866,125,223,238,128
590055c213399,132,225,232,138
416009c317687,122,224,242,122
589940c348935,138,227,223,143
1079385c379285,128,225,236,132
1555056c78478,132,226,229,135
2144196c490311,130,221,231,138
586631c80105,135,227,228,140
61157c186413,136,228,227,139
586934c80105,137,227,226,142
365276c306866,133,227,231,136
696732c318346,137,227,226,142
1071485c248341,125,226,238,125
3538c140349,140,225,222,148
6688c140349,129,224,234,131
1576567c414401,131,228,231,132
591271c213399,139,226,224,145
1088395c414401,131,228,233,132
587201c357510,135,227,228,139
1925648c460263,128,227,236,129
587674c357510,133,228,230,135
589627c348935,140,226,219,147
1056907c298623,128,226,236,131
1055581c298623,128,226,237,130
312468c216072,128,227,236,129
670861c78478,130,229,232,129
590304c348935,144,220,211,157
587714c357510,137,227,226,142
1079904c460263,130,226,232,132
589988c348935,139,226,222,145
1097698c62376,138,226,224,144
1412662c213399,139,227,223,145
588441c348935,139,227,224,144
586110c357510,135,228,228,137
343942c180967,137,227,227,141
1055724c298623,121,227,242,119
680462c78478,139,227,221,144
589502c348935,137,225,223,143
66887c186413,135,228,227,138
1575634c379285,130,226,234,133
394466c444037,132,225,231,137
1097696c62376,138,227,225,143
1083242c379285,132,224,230,138
365812c577835,135,227,228,139
694479c318346,138,226,225,144
63456c186413,136,228,225,141
587733c357510,138,228,225,142
588206c213399,133,225,230,138
65882c186413,142,226,218,149
126227c180967,135,226,229,139
1077642c248341,124,227,239,122
8993c140349,134,225,229,140
2187220c78478,133,227,228,136
62240c186413,140,226,222,146
1047829c290425,129,225,235,132
591195c213399,138,226,225,143
160114c15016,131,225,233,136
586684c80105,128,226,237,131
64874c186413,135,226,224,139
589649c213399,133,227,229,137
687756c379285,138,227,225,143
592376c213399,142,224,217,151
1086441c414401,133,227,230,136
1561990c298623,133,227,231,136
591271c348935,140,226,221,146
2175337c213399,134,225,228,137
246034c141200,131,224,231,138
1668389c418226,131,228,233,133
1074036c135900,122,227,241,119
588140c213399,140,225,221,147
1578607c414401,129,228,233,131
589420c213399,132,226,229,134
699595c318346,132,224,233,137
276103c186413,137,227,225,141
50621c73453,120,224,244,120
591195c348935,139,227,223,145
55242c417334,127,226,236,130
1057428c298623,128,226,237,130
586631c357510,139,227,223,144
666193c502914,138,227,225,143
1157205c349130,135,228,227,138
2209449c317687,137,226,226,142
2187662c298623,137,227,227,141
1402752c140349,135,223,225,141
57998c417334,136,227,227,141
1153597c349130,137,228,225,142
1055882c298623,134,227,230,138
417983c317687,135,227,229,139
592179c213399,136,226,226,142
707052c78478,139,227,223,145
1057449c298623,134,225,230,140
2198077c317687,126,224,238,130
1055878c298623,126,225,239,129
1085195c414401,134,228,229,137
589709c213399,135,224,228,140
416001c317687,123,225,240,123
2170921c273439,122,226,240,120
2197910c317687,120,225,243,119
22489c73453,120,226,243,118
1627207c62376,137,224,224,146
64730c214430,138,223,218,145
158634c580029,130,227,233,133
1555303c216072,134,228,229,135
2177787c65011,128,225,235,131
61152c186413,138,227,224,143
1576371c414401,128,227,236,130
1552982c78478,136,227,224,140
1086234c414401,134,227,229,138
1071370c248341,125,226,238,125
1081142c379285,125,227,239,125
1079090c379285,131,226,233,137
1055060c298623,133,227,231,136
2173326c317687,126,226,238,129
1153460c266176,137,228,226,142
687756c311304,137,227,226,143
596954c203868,136,228,227,140
589627c213399,132,227,231,136
1154846c418226,121,226,243,120
62336c186413,134,227,227,139
2198085c317687,134,227,230,138
1088715c414401,125,226,239,125
58957c238584,135,227,229,139
2216887c78478,143,222,212,153
587611c357510,140,226,222,145
342974c73009,133,226,231,137
1669554c418226,136,227,227,141
1087643c414401,131,226,229,136
690235c311304,135,228,228,137
587900c357510,137,227,226,142
1078236c379285,130,227,234,132
148378c141200,127,225,237,129
679867c78478,139,227,224,144
2198122c335027,127,224,238,132
3332c140349,145,221,211,157
1925648c379285,129,225,236,132
592580c348935,138,226,222,143
1056200c298623,124,226,240,125
1411819c348935,138,227,223,142
64418c186413,134,227,228,138
164841c577835,122,226,242,123
417034c317687,124,223,239,126
1057407c298623,134,227,230,137
1519373c311304,137,227,226,142
1184703c65011,136,227,227,141
588293c348935,139,226,221,146
1559644c298623,132,227,232,135
57681c285235,125,226,240,126
1102954c62376,135,226,228,140
1146211c69266,138,227,225,143
592580c213399,130,226,234,133
159573c580029,127,224,237,131
1087832c414401,135,227,228,138
159710c580029,128,225,236,131
2197976c317687,124,224,239,126
162614c580029,126,226,238,127
686114c311304,137,226,224,144
1560194c298623,115,223,246,111
1647795c69266,135,228,227,138
714595c184184,119,226,244,117
1078955c379285,125,226,238,126
128886c180967,133,223,228,140
64159c186413,136,227,226,141
1085628c414401,138,227,225,144
702718c78478,143,223,215,154
156646c580029,136,227,227,141
1055264c298623,126,226,239,127
582121c257958,134,226,230,139
60213c417334,137,227,226,142
64273c186413,138,227,224,144
586287c357510,137,227,226,142
2218351c78478,135,226,224,139
1086999c414401,129,227,235,131
156424c580029,135,226,228,141
61293c186413,135,224,224,141
1519373c379285,138,227,225,143
1056434c298623,126,227,238,126
165833c10759,123,227,240,122
690849c78478,140,227,221,146
586188c271499,126,226,237,127
12232c500165,130,225,235,134
311001c78478,127,228,236,127
689411c153577,138,227,224,144
1896364c78478,139,227,224,144
312468c78478,130,228,232,131
321866c142587,139,227,224,143
1055893c160000,135,228,228,138
2198042c317687,122,225,241,122
1079265c379285,131,224,232,137
571498c124979,136,227,228,140
587685c357510,133,228,230,136
1056073c298623,136,227,228,139
591810c213399,133,225,230,139
54406c417334,128,225,236,130
589709c348935,139,226,221,146
157950c580029,131,223,233,138
591367c213399,132,226,231,137
341602c73009,131,227,233,134
63785c186413,132,227,230,136
162401c15016,135,227,229,139
586987c271499,136,227,227,141
702138c78478,137,227,225,141
1055267c298623,134,227,230,138
177643c526887,137,227,226,142
62240c143533,136,227,228,141
1042318c549535,130,227,234,133
581219c257958,130,225,235,132
1893277c318346,134,227,229,137
321724c142587,133,228,230,137
2671c500165,131,225,232,136
1100101c436963,138,227,225,143
61980c186413,134,224,222,140
1098161c62376,140,226,220,146
1154759c349130,134,228,228,137
1056703c298623,125,227,239,125
1099378c62376,118,225,245,116
590229c213399,137,227,224,142
1137656c69266,139,222,216,147
1100101c62376,138,227,225,144
1081624c379285,132,225,231,137
1154264c349130,137,227,226,142
694011c318346,137,227,226,142
311322c78478,132,228,230,134
1078421c379285,129,226,234,132
589154c348935,139,226,222,145
213866c395469,121,225,242,121
177983c62276,130,226,234,131
1078734c379285,130,224,233,135
157189c580029,134,225,230,139
1044315c549535,126,228,237,125
702610c78478,139,227,224,144
586631c139512,133,227,231,137
1671402c349130,135,228,228,138
63276c186413,138,228,224,142
246964c306866,131,228,232,133
68051c186413,138,226,224,144
61433c186413,131,225,232,134
589004c348935,138,227,224,142
704961c78478,139,227,223,145
1626634c62376,139,226,223,147
2182c500165,131,225,234,135
165897c318299,125,225,239,128
