69931c442445,147,271,271,159
64754c186413,94,241,136,167
160915c580029,78,213,161,191
157189c15016,251,236,314,133
65690c186413,177,282,227,228
2175267c348935,96,279,263,150
1519373c78478,158,238,226,194
1412247c213399,168,190,259,137
13433c500165,76,273,149,183
1914814c298623,132,213,217,119
128038c180967,122,155,231,93
417577c317687,205,204,243,143
178226c366257,181,193,209,127
1078397c379285,175,234,311,116
593796c213399,253,221,299,168
2198049c317687,99,253,147,170
1055814c298623,86,268,153,214
1926922c414401,156,299,222,240
1078801c60467,136,145,226,61
56104c417334,115,233,254,158
586326c80105,81,258,317,55
1079904c379285,96,269,203,204
586987c357510,63,333,143,245
586934c357510,120,313,208,207
589018c213399,132,220,350,87
273763c417334,152,204,205,144
394691c444037,214,232,284,151
1581067c463989,163,290,221,240
311795c216072,66,243,152,201
581053c257214,256,185,301,90
148656c306866,103,159,254,75
590055c213399,187,213,315,135
416009c317687,193,216,213,162
589940c348935,58,182,127,131
1079385c379285,117,175,189,135
1555056c78478,139,154,238,115
2144196c490311,91,212,191,187
586631c80105,91,227,188,171
61157c186413,236,182,286,146
586934c80105,136,266,211,178
365276c306866,176,188,330,96
696732c318346,139,228,158,140
1071485c248341,124,163,211,84
3538c140349,114,310,173,220
6688c140349,219,222,245,138
1576567c414401,138,247,276,121
591271c213399,229,241,363,158
1088395c414401,109,219,168,163
587201c357510,116,280,177,201
1925648c460263,142,228,242,146
587674c357510,147,271,262,143
589627c348935,109,282,210,142
1056907c298623,113,193,177,150
1055581c298623,152,214,217,158
312468c216072,100,180,173,130
670861c78478,99,207,238,86
590304c348935,116,278,201,215
587714c357510,146,296,257,205
1079904c460263,98,263,204,200
589988c348935,174,258,277,182
1097698c62376,227,295,312,221
1412662c213399,112,241,219,163
588441c348935,44,213,129,161
586110c357510,248,259,325,155
343942c180967,150,237,191,173
1055724c298623,188,202,267,131
680462c78478,225,205,298,124
589502c348935,114,244,315,106
66887c186413,226,215,342,115
1575634c379285,96,175,202,111
394466c444037,138,250,242,161
1097696c62376,79,254,149,199
1083242c379285,138,112,228,40
365812c577835,237,252,350,189
694479c318346,115,272,152,180
63456c186413,180,172,205,117
587733c357510,173,182,219,113
588206c213399,137,197,198,125
65882c186413,169,235,212,162
126227c180967,102,127,168,94
1077642c248341,137,222,265,141
8993c140349,179,258,223,185
2187220c78478,143,288,276,171
62240c186413,174,169,273,86
1047829c290425,153,277,286,124
591195c213399,177,201,281,112
160114c15016,122,214,256,140
586684c80105,90,245,250,165
64874c186413,127,285,282,71
589649c213399,193,212,277,137
687756c379285,51,181,155,154
592376c213399,124,258,258,121
1086441c414401,158,227,251,138
1561990c298623,147,283,303,145
591271c348935,221,265,362,174
2175337c213399,154,272,298,143
246034c141200,158,223,326,85
1668389c418226,199,213,251,173
1074036c135900,158,216,246,130
588140c213399,165,212,356,63
1578607c414401,96,244,212,158
589420c213399,202,223,264,180
699595c318346,64,193,155,186
276103c186413,252,215,331,136
50621c73453,68,261,126,192
591195c348935,168,225,280,127
55242c417334,92,299,216,128
1057428c298623,111,252,212,151
586631c357510,75,273,185,200
666193c502914,248,226,315,105
1157205c349130,169,258,208,186
2209449c317687,106,235,133,149
2187662c298623,184,156,242,106
1402752c140349,73,264,156,97
57998c417334,149,154,286,70
1153597c349130,119,283,179,225
1055882c298623,206,216,281,137
417983c317687,273,220,310,160
592179c213399,255,101,315,44
707052c78478,59,205,125,160
1057449c298623,204,213,283,169
2198077c317687,328,218,368,169
1055878c298623,167,198,234,155
1085195c414401,67,254,198,210
589709c213399,106,196,262,83
416001c317687,233,179,262,114
2170921c273439,141,212,282,90
2197910c317687,144,176,181,119
22489c73453,66,318,207,143
1627207c62376,119,316,205,227
64730c214430,204,206,262,101
158634c580029,110,156,177,143
1555303c216072,113,260,262,127
2177787c65011,201,234,266,107
61152c186413,166,233,288,148
1576371c414401,130,228,180,153
1552982c78478,172,259,242,217
1086234c414401,193,222,299,126
1071370c248341,171,198,279,139
1081142c379285,61,120,147,34
1079090c379285,184,226,263,181
1055060c298623,167,238,310,95
2173326c317687,156,134,190,73
1153460c266176,190,231,235,192
687756c311304,48,190,153,161
596954c203868,170,167,231,111
589627c213399,118,257,211,126
1154846c418226,267,242,296,148
62336c186413,153,230,204,196
2198085c317687,240,145,265,69
1088715c414401,103,258,179,158
58957c238584,212,245,335,120
2216887c78478,141,191,237,167
587611c357510,73,305,172,187
342974c73009,68,298,155,264
1669554c418226,234,243,309,180
1087643c414401,158,261,253,212
690235c311304,133,220,223,164
587900c357510,228,285,332,201
1078236c379285,73,250,238,73
148378c141200,160,255,225,152
679867c78478,115,258,174,197
2198122c335027,131,276,178,227
3332c140349,233,295,279,240
1925648c379285,140,234,242,150
592580c348935,151,235,238,173
1056200c298623,97,238,234,126
1411819c348935,121,245,191,122
64418c186413,155,202,234,142
164841c577835,114,220,232,166
417034c317687,144,231,184,175
1057407c298623,172,245,232,189
1519373c311304,154,247,223,201
1184703c65011,162,287,248,190
588293c348935,99,289,254,170
1559644c298623,262,232,367,127
57681c285235,154,255,268,151
1102954c62376,120,334,210,258
1146211c69266,91,253,135,217
592580c213399,159,211,238,157
159573c580029,73,258,195,230
1087832c414401,94,192,168,92
159710c580029,75,233,163,209
2197976c317687,136,254,190,159
162614c580029,81,244,189,213
686114c311304,52,147,131,127
1560194c298623,120,199,191,138
1647795c69266,151,193,194,157
714595c184184,141,261,276,125
1078955c379285,89,260,258,114
128886c180967,159,185,211,102
64159c186413,136,260,265,153
1085628c414401,69,261,218,139
702718c78478,80,140,170,120
156646c580029,219,165,352,128
1055264c298623,203,242,301,184
582121c257958,224,219,296,158
60213c417334,187,197,318,108
64273c186413,177,247,283,174
586287c357510,101,306,287,166
2218351c78478,166,203,299,77
1086999c414401,148,229,212,186
156424c580029,82,177,150,154
61293c186413,169,216,211,165
1519373c379285,158,238,225,194
1056434c298623,63,251,242,116
165833c10759,219,217,300,175
690849c78478,146,121,231,112
586188c271499,146,267,223,195
12232c500165,211,254,267,196
311001c78478,116,244,202,211
689411c153577,25,274,62,171
1896364c78478,147,232,236,203
312468c78478,103,171,173,125
321866c142587,249,310,310,242
1055893c160000,181,175,270,102
2198042c317687,102,240,154,136
1079265c379285,209,219,286,159
571498c124979,101,211,217,79
587685c357510,177,238,241,178
1056073c298623,108,272,213,186
591810c213399,187,241,278,177
54406c417334,154,178,238,126
589709c348935,98,220,261,99
157950c580029,132,215,209,195
