69931c442445,117,245,218,156
64754c186413,117,245,218,156
160915c580029,117,245,218,156
157189c15016,117,245,218,156
65690c186413,117,245,218,156
2175267c348935,117,245,218,156
1519373c78478,117,245,218,156
1412247c213399,117,245,218,156
13433c500165,117,245,218,156
1914814c298623,117,245,218,156
128038c180967,117,245,218,156
417577c317687,117,245,218,156
178226c366257,117,245,218,156
1078397c379285,117,245,218,156
593796c213399,117,245,218,156
2198049c317687,117,245,218,156
1055814c298623,117,245,218,156
1926922c414401,117,245,218,156
1078801c60467,117,245,218,156
56104c417334,117,245,218,156
586326c80105,117,245,218,156
1079904c379285,117,245,218,156
586987c357510,117,245,218,156
586934c357510,117,245,218,156
589018c213399,117,245,218,156
273763c417334,117,245,218,156
394691c444037,117,245,218,156
1581067c463989,117,245,218,156
311795c216072,117,245,218,156
581053c257214,117,245,218,156
148656c306866,117,245,218,156
590055c213399,117,245,218,156
416009c317687,117,245,218,156
589940c348935,117,245,218,156
1079385c379285,117,245,218,156
1555056c78478,117,245,218,156
2144196c490311,117,245,218,156
586631c80105,117,245,218,156
61157c186413,117,245,218,156
586934c80105,117,245,218,156
365276c306866,117,245,218,156
696732c318346,117,245,218,156
1071485c248341,117,245,218,156
3538c140349,117,245,218,156
6688c140349,117,245,218,156
1576567c414401,117,245,218,156
591271c213399,117,245,218,156
1088395c414401,117,245,218,156
587201c357510,117,245,218,156
1925648c460263,117,245,218,156
587674c357510,117,245,218,156
589627c348935,117,245,218,156
1056907c298623,117,245,218,156
1055581c298623,117,245,218,156
312468c216072,117,245,218,156
670861c78478,117,245,218,156
590304c348935,117,245,218,156
587714c357510,117,245,218,156
1079904c460263,117,245,218,156
589988c348935,117,245,218,156
1097698c62376,117,245,218,156
1412662c213399,117,245,218,156
588441c348935,117,245,218,156
586110c357510,117,245,218,156
343942c180967,117,245,218,156
1055724c298623,117,245,218,156
680462c78478,117,245,218,156
589502c348935,117,245,218,156
66887c186413,117,245,218,156
1575634c379285,117,245,218,156
394466c444037,117,245,218,156
1097696c62376,117,245,218,156
1083242c379285,117,245,218,156
365812c577835,117,245,218,156
694479c318346,117,245,218,156
63456c186413,117,245,218,156
587733c357510,117,245,218,156
588206c213399,117,245,218,156
65882c186413,117,245,218,156
126227c180967,117,245,218,156
1077642c248341,117,245,218,156
8993c140349,117,245,218,156
2187220c78478,117,245,218,156
62240c186413,117,245,218,156
1047829c290425,117,245,218,156
591195c213399,117,245,218,156
160114c15016,117,245,218,156
586684c80105,117,245,218,156
64874c186413,117,245,218,156
589649c213399,117,245,218,156
687756c379285,117,245,218,156
592376c213399,117,245,218,156
1086441c414401,117,245,218,156
1561990c298623,117,245,218,156
591271c348935,117,245,218,156
2175337c213399,117,245,218,156
246034c141200,117,245,218,156
1668389c418226,117,245,218,156
1074036c135900,117,245,218,156
588140c213399,117,245,218,156
1578607c414401,117,245,218,156
589420c213399,117,245,218,156
699595c318346,117,245,218,156
276103c186413,117,245,218,156
50621c73453,117,245,218,156
591195c348935,117,245,218,156
55242c417334,117,245,218,156
1057428c298623,117,245,218,156
586631c357510,117,245,218,156
666193c502914,117,245,218,156
1157205c349130,117,245,218,156
2209449c317687,117,245,218,156
2187662c298623,117,245,218,156
1402752c140349,117,245,218,156
57998c417334,117,245,218,156
1153597c349130,117,245,218,156
1055882c298623,117,245,218,156
417983c317687,117,245,218,156
592179c213399,117,245,218,156
707052c78478,117,245,218,156
1057449c298623,117,245,218,156
2198077c317687,117,245,218,156
1055878c298623,117,245,218,156
1085195c414401,117,245,218,156
589709c213399,117,245,218,156
416001c317687,117,245,218,156
2170921c273439,117,245,218,156
2197910c317687,117,245,218,156
22489c73453,117,245,218,156
1627207c62376,117,245,218,156
64730c214430,117,245,218,156
158634c580029,117,245,218,156
1555303c216072,117,245,218,156
2177787c65011,117,245,218,156
61152c186413,117,245,218,156
1576371c414401,117,245,218,156
1552982c78478,117,245,218,156
1086234c414401,117,245,218,156
1071370c248341,117,245,218,156
1081142c379285,117,245,218,156
1079090c379285,117,245,218,156
1055060c298623,117,245,218,156
2173326c317687,117,245,218,156
1153460c266176,117,245,218,156
687756c311304,117,245,218,156
596954c203868,117,245,218,156
589627c213399,117,245,218,156
1154846c418226,117,245,218,156
62336c186413,117,245,218,156
2198085c317687,117,245,218,156
1088715c414401,117,245,218,156
58957c238584,117,245,218,156
2216887c78478,117,245,218,156
587611c357510,117,245,218,156
342974c73009,117,245,218,156
